article,domain,label
"Academic research and technological innovation associated with rainwater harvesting (RWH) systems in the UK has seen a shift of emphasis in recent years. Traditional design approaches use whole life cost assessments that prioritise financial savings associated with the provision of an alternative water supply. However, researchers and practitioners are increasingly recognising broader benefits associated with rainwater reuse, such as stormwater attenuation benefits. This paper identifies and describes a set of novel RWH system configurations that have potential for deployment in UK houses. Conceptual schematics are provided to define these innovations alongside traditional configurations. Discussion of the drivers supporting these configurations illustrates the opportunities for RWH deployment in a wide range of settings. A quantitative multi criteria analysis was used to evaluate and score the configurations under a range of emerging criteria. The work identifies several RWH system configurations that can outperform traditional ones in terms of specified cost and benefits. Selection of a specific RWH technology is shown to be highly dependent on user priorities. It is proposed that the system configurations highlighted could enable RWH to be cost-effectively installed in a broad set of contexts that have experienced minimal exploitation to date.
",Civil,4
"Achieving beautiful skin is no longer confined to wearing make-up or applying anti-ageing creams to hide or reverse the unkindly visible. Greater knowledge and urban lifestyles are encouraging consumers to have healthy skin at all times. This is what is perhaps driving the beauty industry to align itself more proactively with healthcare. Dermocosmetics in key beauty categories, namely skin care and sun care, is among the most dynamic segments. Going forward, this may be a detriment to remedial options, such as anti-agers, typically, the purview of most cosmetics brands.
",Medical,5
"A novel strategy was developed to prepare double responsive smart upconversion fluorescence material for highly specific enrichment and sensing of glycoprotein. The novel double responsive smart sensing material was synthesized by choosing Horse radish peroxidase (HRP) as modal protein, the grapheme oxide (GO) as support material, upconversion nanoparticles (UCNPs) as fluorescence signal reporter, N-isopropyl acrylamide (NIPAAM) and 4-vinylphenylboronic acid (VPBA) as functional monomers. The structure and component of smart sensing material was investigated by transmission electron microscopy (TEM), Scanning electron microscopy (SEM), X-ray photoelectron spectroscopic (XPS) and Fourier transform infrared (FTIR), respectively. These results illustrated the smart sensing material was prepared successfully. The recognition characterizations of smart sensing material were evaluated, and results showed that the fluorescence intensity of smart sensing material was reduced gradually, as the concentration of protein increased, and the smart sensing material showed selective recognition for HRP among other proteins. Furthermore, the recognition ability of the smart sensing material for glycoprotein was regulated by controlling the pH value and temperature. Therefore, this strategy opens up new way to construct smart material for detection of glycoprotein. (C) 2016 Elsevier B.V. All rights reserved.
",Civil,4
"A new gain enhancement technique for an operational amplifier (opamp) using a replica amplifier is presented to reduce a sensitivity of a gain mismatch between the main amplifier and the replica amplifier which limits a gain-enhancement factor in the conventional replica-amp techniques. In the proposed technique, the replica amplifier is used to only amplify an error voltage of the main amplifier. The outputs of the main amplifier and the replica amplifier are added to cancel the error voltage of the main amplifier. The proposed technique can also achieve a higher output voltage swing because the replica amplifier amplifies only the error voltage. In case of using a fully-differential common-source opamp for the main amplifier and a telescopic opamp for the replica amplifier, Monte Carlo simulation at 100 iterations shows that the proposed amplifier has almost the same gain variation with 15.5 dB gain enhancement and about five times output voltage swing expanding for a supply voltage of 1.2V compared with the single closed-loop amplifier using the telescopic opamp.
",ECE,1
"Among the many scientific advances to come from the study of nanoscience, the development of ligand-targeted nanoparticles to eliminate solid tumors is predicted to have a major impact on human health. There are many reports describing novel designs and testing of targeted nanoparticles to treat cancer. While the principles of the technology are well demonstrated in controlled lab experiments, there are still many hurdles to overcome for the science to mature into truly efficacious targeted nanoparticles that join the arsenal of agents currently used to treat cancer in humans. One of these hurdles is overcoming unwanted biodistribution to the liver while maximizing delivery to the tumor. This almost certainly requires advances in both nanoparticle stealth technology and targeting. Currently, it continues to be a challenge to control the loading of ligands onto polyethylene glycol (PEG) to achieve maximal targeting. Nanoparticle cellular uptake and subcellular targeting of genes and siRNA also remain a challenge. This review examines the types of ligands that have been most often used to target nanoparticles to solid tumors. As the science matures over the coming decade, careful control over ligand presentation on nanoparticles of precise size, shape, and charge will likely play a major role in achieving success.
",Civil,4
"A novel pursuit-based approach is presented to investigate collective motions and formations of a large number of agents with both single-integrator kinematics and double-integrator dynamics on directed acyclic graphs (DAGs). Each agent pursues its neighbors according to a directed acyclic graph, in which the agents without neighbors are leaders. Based on signal flow graph analysis and Mason's rule, necessary and sufficient conditions are derived for BIBO stability of resulting pursuit systems. Moreover, achievable collective motions and formations are analyzed by adjusting a set of control parameters when leaders keep stationary, perform uniform rectilinear motions, and perform uniform circular motions. Finally, simulations are provided for achieving a static formation and mimicking several complex collective behaviors observed in nature, such as V-formation, vortex motions, and tornado motions. (C) 2009 Elsevier Ltd. All rights reserved.
",ECE,1
"A novel closed-loop process is demonstrated to control deposition microstructure during laser additive manufacturing (LAM) in real-time. An infrared imaging system is developed to monitor surface temperatures during the process as feedback signals. Cooling rates and melt pool temperatures are recorded in real-time to provide adequate information regarding thermal gradients, and thus control the deposition microstructure affected by cooling rates during LAM. Using correlations between the cooling rate, traveling speed, and the clad microstructure, a novel feedback PID controller is established to control the cooling rate. The controller is designed to maintain the cooling rate around a desired point by tuning the traveling speed. The performance of the controller is examined on several single-track and multi-track closed-loop claddings in order to achieve desired microstructures with specific properties. Results indicate that the closed-loop controller is capable of generating a consistent controlled microstructure during the LAM process in real-time.
",ECE,1
"A remotely-piloted aircraft (RPA) is used in this study to collect high resolution data of the flow in complex terrain at a potential site for a wind energy test field in Southern Germany. It is described how such a system was used to retrieve information about the flow field, turbulence intensity, vertical wind components and shear at an escarpment site that is known for its high wind potential. Measurements were done with the aircraft on several days with varying wind and weather conditions, while the focus of the study is on the characterisation of the flow field in main wind direction and neutral stratification. It is shown that flow inclination of up to 30 is found over the escarpment, but attenuates within a few hundred metres downstream. The formation of a reattached boundary layer could be measured, as well as an increased turbulence intensity in the reattachment zone. The results are highly valuable information for the planning of a wind energy test site at the location of the experiment and can also be used for the validation of numerical simulations and remote sensing instruments. (C) 2016 Elsevier Ltd. All rights reserved.
",Civil,4
"A new concept of an electrical shunt with different materials (aluminum and copper) has been developed to be used as an alternative current measurement device. The device provides better current measurement characteristics compared with the conventional current measurement devices such as a shunt resistor with an ammeter or the multiple shunts consisting of molybdenum having a low temperature coefficient and a Rogowski coil with an integrated circuit. The currents in several electrical circuits have been measured using the developed current-voltage transferring device (CVTD) as voltages between the aluminum and copper elements. The measured voltages (V-m) are proportional to measuring currents (I-m), which is shown as the following the experimental equation V-m [mV] =kI(m) [A], in which k is a coefficient depending on the configuration of the CVTD. (c) 2015 Institute of Electrical Engineers of Japan. Published by John Wiley & Sons, Inc.
",ECE,1
"A test cover comprised of three different needle-punched geosynthetic clay liner (GCL) products and covered with up to 1 m of cover soil (gravelly sand) was built over arsenic-rich tailings at a former gold mine in Nova Scotia, Canada, to evaluate the performance of the GCLs under local climatic conditions. Of the GCLs examined, one had untreated and two had polymer-enhanced natural sodium bentonite. The three GCLs each had different carriers: one with a woven geotextile, one with a scrim-reinforced nonwoven geotextile, and one with a woven geotextile laminated with a polypropylene film. At some locations, each type of GCL was placed in direct contact with the tailings. At other locations, each GCL was separated from the tailings by 0.15 m of cover soil. Samples of each GCL, tailings, and cover soil were recovered 1 and 2 years after construction. Tests show that the GCL with untreated bentonite maintained a low hydraulic conductivity (= 0.7 m of cover soil above the GCL even though there was significant cation exchange of the sodium in the GCL with divalent cations in the tailings-soil porewater (the mole fraction of sodium (exchangeable sodium percentage (ESP)) decreased from 65% to 10%-17%). The GCL with polymer-enhanced bentonite had a lower hydraulic conductivity (= 0.7 m of cover soil above the GCL) and experienced less cation exchange (ESP decreased to 19%-28%) than the standard GCL. The other GCL with polymer-enhanced bentonite and a carrier geotextile coated with a geofilm demonstrated the best hydraulic performance regardless of the thickness of cover soil or presence of an initially uncontaminated foundation layer. The presence of a foundation layer between the GCL and tailings impeded the migration of arsenic from the tailings into the GCLs. All GCLs were serving as an effective barrier to arsenic migration.
",Civil,4
"Advances in artificial intelligence and computer graphics digital technologies have contributed to a relative increase in realism in virtual characters. Preserving virtual characters' communicative realism, in particular, joined the ranks of the improvements in natural language technology, and animation algorithms. This paper focuses on culturally relevant paralinguistic cues in nonverbal communication. We model the effects of an Englishspeaking digital character with different accents on human interactants (i. e., users). Our cultural influence model proposes that paralinguistic realism, in the form of accented speech, is effective in promoting culturally congruent cognition only when it is self-relevant to users. For example, a Chinese or Middle Eastern English accent may be perceived as foreign to individuals who do not share the same ethnic cultural background with members of those cultures. However, for individuals who are familiar and affiliate with those cultures (i. e., in-group members who are bicultural), accent not only serves as a motif of shared social identity, it also primes them to adopt culturally appropriate interpretive frames that influence their decision making.
",CS,0
"A combination of 3-D vision and X-ray radiography is proposed to enable low-cost, generally applicable online inspection of internal quality of horticultural and potentially other products. The underlying concept assumes that the shape of the product is known beforehand through a deformable shape model. A 3-D vision system is used in combination with the shape model to accurately determine the complete outer surface shape of the sample. This shape is voxelized to generate a reference product from which a X-ray radiograph is simulated to be compared with a measured radiograph, hence revealing the presence of any defects or disorders. Advantages of this method are that small deviations in internal density are detected easily since the cumulative information of the bulk object shape is removed. Furthermore, no specific detection algorithms have to be developed for different types of defects, since the method will directly identify deviations from the ideal. Validation on two datasets and comparison with two reference detections methods (classical image processing and a human operator) shows that the proposed method reliably (accuracy >99%) detect defects larger than 3.5 mm radius with densities differences between sample and defects as small as 10%. Voids are reliably (accuracy >99%) detected down to a radius of 1.5 mm, corresponding to a volume of less than 0.02 cm(3). (C) 2017 Elsevier B. V. All rights reserved.
",CS,0
"Among the methods to knowledge discovery, rough set proposed by Pawlak is one of the most important theories. One key concept of rough set is reduction, which is proved to be NP-hard problem. In order to improve the effectiveness of reduction, a quick algorithm about information reduction and rule acquisition based on distributed computing is put forward. In this algorithm, an attribute-value-tree about decision table firstly is created, a structure of parallel computing about distributed reduction is proposed by taking advantage of distributed feature of cloud. This method makes use of relative independent characteristic about attribute-value-trees to improve effectiveness of reduction. It's fit to deal with big data in distributed cloud environment.
",CS,0
"A mechanomyogram (MMG) measured with a displacement sensor (displacement MMG) can provide a better estimation of longitudinal muscle stiffness than that measured with an acceleration sensor (acceleration MMG), but the displacement MMG cannot provide transverse muscle stiffness. We propose a method to estimate both longitudinal and transverse muscle stiffness from a velocity MMG using a system identification technique. The aims of this study are to show the advantages of the proposed method. The velocity MMG was measured using a capacitor microphone and a differential circuit, and the MMG, evoked by electrical stimulation, of the tibialis anterior muscle was measured five times in seven healthy young male volunteers. The evoked MMG system was identified using the singular value decomposition method and was approximated with a fourth-order model, which provides two undamped natural frequencies corresponding to the longitudinal and transverse muscle stiffness. The fluctuation of the undamped natural frequencies estimated from the velocity MMG was significantly smaller than that from the acceleration MMG. There was no significant difference between the fluctuations of the undamped natural frequencies estimated from the velocity MMG and that from the displacement MMG. The proposed method using the velocity MMG is thus more advantageous for muscle stiffness estimation. (C) 2017 Elsevier Ltd. All rights reserved.
",ECE,1
"A Distributed Denial of Service (DDoS) attack is an austere menace to extensively used Internet-based services. The in-time detection of DDoS attacks poses a tough challenge to network security. Revealing a low-rate DDoS (LR-DDoS) attack is comparatively more difficult in modern high speed networks, since it can easily conceal itself due to its similarity with legitimate traffic, and so eluding current anomaly based detection methods. This paper investigates the aptness and impetus of the information theory-based generalized entropy (GE) and generalized information distance (GID) metrics in detecting different types of DDoS attacks. The results of GE and GID metrics are compared with Shannon entropy and other popular information divergence measures. In addition, the feasibility of using these metrics in discriminating a high-rate DDoS (HR-DDoS) attack from a similar looking legitimate flash event (FE) is also verified. We used real and synthetically generated datasets to elucidate the efficiency and effectiveness of the proposed detection scheme in detecting different types of DDoS attacks and FEs. The results clearly show that the GE and GID metrics perform well in comparison with other metrics and have reduced false positive rate (FPR). (C) 2017 Elsevier B.V. All rights reserved.
",CS,0
"A new disturbance automated reference toolset (DART) was developed to monitor human land surface impacts using soil-type and ecological context. DART identifies reference areas with similar soils, topography, and geology; and compares the disturbance condition to the reference area condition using a quantile-based approach based on a satellite vegetation index. DART was able to represent 26-55% of variation of relative differences in bare ground and 26-41% of variation in total foliar cover when comparing sites with nearby ecological reference areas using the Soil Adjusted Total Vegetation Index (SATVI). Assessment of ecological recovery at oil and gas pads on the Colorado Plateau with DART revealed that more than half of well-pads were below the 25th percentile of reference areas. Machine learning trend analysis of poorly recovering well-pads (quantile < 0.23) had out of-bag error rates between 37 and 40% indicating moderate association with environmental and management variables hypothesized to influence recovery. Well-pads in grasslands (median quantile (MQ] = 13%), blackbrush (Coleogyne ramosissima) shrublands (MQ = 18%), arid canyon complexes (MQ = 18%), warmer areas with more summer-dominated precipitation, and state administered areas (MQ = 12%) had low recovery rates. Results showcase the usefulness of DART for assessing discrete surface land disturbances, and highlight the need for more targeted rehabilitation efforts at oil and gas well-pads in the arid southwest US. Published by Elsevier B.V.
",CS,0
"An anomaly, or outlier, is an object exhibiting differences that suggest it belongs to an as-yet undefined class or category. Early detection of anomalies often proves of great importance because they may correspond to events such as fraud, spam, or device malfunctions. By automating the creation of a ranking or list of deviations, we can save time and decrease the cognitive overload of the individuals or groups responsible for responding to such events. Over the years many anomaly and outlier metrics have been developed. In this paper we propose a clustering-based score ensembling method for outlier detection. Using benchmark datasets we evaluate quantitatively the robustness and accuracy of different ensemble strategies. We find that ensembling strategies offer only limited value for increasing overall performance, but provide robustness by negating the influence of severely underperforming models. (C) 2017 Elsevier B.V. All rights reserved.
",CS,0
"A generalized variable-coefficient KdV equation with perturbed and external-force terms is investigated in this Letter. Lax pair, Riccati-type auto-Backlund transformation and Wahlquist-Estabrook-type auto-Backlund transformation (WE-BT) are constructed. Based on the WE-BT, the nonlinear superposition formula is obtained and an infinite number of conservation laws are derived recursively, then the analytic solutions are provided including periodic, one-soliton-like and two-soliton-like solutions with inhomogeneous coefficients, external-force term and eigenvalue. (C) 2015 Elsevier Ltd. All rights reserved.
",CS,0
"A numerical model is used to estimate the service life and clogging of gravel leachate drainage layers with a filter separator layer, such as those used in municipal solid waste landfills. A filter separator layer between the waste and the drainage layer is shown to reduce the leachate strength entering the gravel drainage layer and to extend the time that it takes to clog the drainage layer to the point when the leachate level exceeds the maximum design value (the service life). The filter layer is shown to have a far more significant effect in extending the service life when pea gravel () is used in the drainage layer, and less effect when coarse gravel () is used in the cases examined, although most of the benefit of a filter separator layer was achieved by using a 3-mm-thick needle-punched nonwoven geotextile. This geotextile may be sufficient for many practical purposes that are similar to those examined. The results from modeling leachate collection systems with filter separator layers subjected to both constant and variable leachate strength show that the characteristics of the leachate entering the drainage layer can substantially affect the service life of the drainage layer, and that high-strength leachate entering the systems for a limited time early in the life (acid phase) of a landfill can greatly reduce the service life of the leachate drainage layer.
",Civil,4
"According to a recent Gartner report, Turkey is now to be considered in one of the world's outsourcing destinations since it has secured its place in the list of top 30 countries for Information Technology ( IT), and offshore services. In the last decade, the country has made excellent progress in the software sector, and this is reflected in the rise of its exports to many countries. In this article, we present an overview of advancement of Turkey's software sector, including current trends in software process, testing, quality, and the adoption of agile methods along with techno parks and incentives provided by the government.
",CS,0
"A next generation B factory and the detector counterpart, SuperKEKB and Belle II, are being built in Japan, as the upgrades of KEKB and Belle, respectively. The new collider will start its commissioning in 2015. This is an ambitious project. The luminosity of the e(+) e(-) collider will be upgraded by a factor of 40, which will create a 50 times larger data set compared to the Belle sample. Both the background and the triggered event rates will be increased by a factor of at least 10. The Belle II software system is designed to accommodate these challenges and to run on grid, cloud, and local resources around the world. Various external software packages are employed to enhance the user interface. The software system, basf2, is structured as a framework built with dynamic module loading and the ability of parallel processing. The system is written in C++ with Python steering scripts, compatible with common Linux operating systems. A full detector simulation library is created based on Geant4. In this paper, we will explain the design of the Belle II software structure and the current status of the software development.
",CS,0
",Background: The objective was to describe the patterns and mechanisms of water tubing related injuries treated in U.S. emergency departments. Methods: The National Electronic Injury Surveillance System was used to examine cases of water tubing related injuries. Sample weights were used to calculate national estimates of water tubing related injuries. Analyses were conducted in 2010. Results: From 1991-2009 an estimated 69,471 injuries were treated in US emergency departments for water tubing related injuries. The annual number of cases increased 250% over the 19-year study period (P<.001). Sprains and strains accounted for the largest portion of injuries (27.2%). The head was the most frequently injured body part (27.5%). Children and adolescents= 20 years, were more likely than individuals 19 years to sustain sprains and strains (OR: 2.11; 95% CI = 1.64-2.71) and were most commonly injured by impact with the water (54.6%). Conclusions: Patterns of water tubing related injuries differ for children and adults. Research is needed to determine how best to reduce these injuries.
",Medical,5
"A double-cable system has wide application prospects in multispan suspension bridges. Longitudinal restraint stiffness of a double-cable system to the tower was studied in this paper. Two formulas were derived to calculate the longitudinal restraint stiffness of a double-cable system to the tower and the load distribution between the cables, respectively. A mathematical model of a two-span double-cable suspension bridge was created to verify the formulas. The tower-top displacement and the cable force were obtained by formulas, and the results are in good agreement with the results calculated by the FEM. The effects of some important design parameters on longitudinal restraint were studied. Analysis shows that the restraint stiffness increases with the increasing of unit weight of the bridge, dead load distribution to the top cable, sag ratio of the bottom cable, and elastic stiffness of the cables. Effects of tower-top displacement and span length were also analyzed, and some suggestions were given to design a double-cable suspension bridge.
",Civil,4
"A key issue in fruit export is classification and sorting for acceptable marketing. In the present work, the image processing technique was employed to grade three varieties of oranges (Bam, Khooni and Thompson) separately. The reason for choosing this fruit as the object of the study was its abundant consumption worldwide. In this study, 14 parameters were extracted: area, eccentricity, perimeter, length/ area, blue value, green value, red value, width, contrast, texture, width/ area, width/ length, roughness, and length. Further, the ANFIS (Adaptive Network-based Fuzzy Inference System) method was utilized to estimate the orange mass from the data obtained using the image processing in three varieties. In ANFIS model, samples were divided into two sets, one with 70% for training set and the other one with 30% for testing set. The results of the present study demonstrated that the coefficient of determination (R-2) of the best model for Bam, Khooni and Thompson measured 0.948, 0.99, and 0.98, respectively. In addition, the results indicated that the estimation accuracy of the best model for Bam, Khooni and Thompson was measured as +/- 3.7 g, +/- 1.28 g, +/- 3.2 g, respectively. This result was very satisfactory for the application of ANFIS to estimate the orange mass.
",CS,0
"A subset of female patients with severe constipation report overlapping uro-gynecological symptoms which have been attributed to visceral hypersensitivity. To study colon morphology and motor function in female patients with medically refractory chronic constipation with or without uro-gynecological symptoms and to assess clinical outcomes following laparoscopic ileo-proctostomy. Colon anatomy and cecal emptying time were assessed with plain films and fluoroscopy following a standardized test meal mixed with barium. Transit time was determined with radiopaque markers. IBS-QOL and urinary incontinence questionnaires were employed to assess post-colectomy clinical response. In 21 consecutive patients, mean colon transit time (h) was 211.1 +/- 11.3, which was significantly greater than 58.9 +/- 5.1 of 10 normal subjects (P < 0.001). Mega-cecum was found in 15 (Group 1) with mean cecal volume of 587 +/- 27.9 cm(3), significantly greater (P < 0.001) than 169.5 +/- 10.4 cm(3) of six without mega-cecum (Group 2). Mean cecal empting time (days) of barium-mixed feces in Group 1, 4.0 +/- 0.6 was significantly greater than 1.33 +/- 0.21 in Group 2 (P < 0.001). Eighteen patients (Groups 1 and 2) who had laparoscopic ileo-proctostomy experienced significantly improved quality of life (P < 0.001). In particular, Group 1 patients benefited significantly from improved uro-gynecological symptoms. Hitherto an unrecognized mega-cecum with markedly impaired emptying function was found in patients with severe slow transit constipation and uro-gynecological symptoms. Subtotal colectomy relieved constipation and improved significantly uro-gynecological symptoms, suggesting strongly that mega-cecum is causally related to these symptoms.
",Medical,5
"A rectangular plate modeling the roadway of a suspension bridge is considered. Both the contributions of the bending and stretching energies are analyzed. The latter plays an important role due to the presence of the free edges. A linear model is first considered; in this case, separation of variables is used to determine explicitly the deformation of the plate in terms of the vertical load. Moreover, the same method allows us to study the spectrum of the linear operator and the least eigenvalue. Then the stretching energy is introduced without linearization and the equation becomes quasilinear; the nonlinear term also affects the boundary conditions. We consider two quasilinear models; the surface increment model (SIM) in which the stretching energy is proportional to the increment of the surface and a nonlocal model (NLM) introduced by Berger in the 50s (see Berger (1955)). The SIM and the NLM are studied in detail. According to the strength of prestressing we prove the existence of multiple equilibrium positions. (C) 2014 Elsevier Ltd. All rights reserved.
",Civil,4
"A benchmark problem for modal identification of a cable-stayed bridge was proposed by a research team at Hong Kong Polytechnic University. By taking an instrumented cable-stayed bridge as a test bed, nineteen sets of vibration records with known/unknown excitations were provided to invited researchers. In this paper, the vibration responses of the bridge under a series of excitation conditions are examined to estimate the wind and traffic-induced variations of its dynamic characteristics. Firstly, two output-only experimental modal identification methods are selected. Secondly, the bridge and its monitoring system are described and the nineteen sets of vibration records are analyzed in time-domain and frequency-domain. Excitations sources of blind datasets are predicted based on the analysis of excitation conditions of known datasets. Thirdly, modal parameters are extracted by using the two selected output-only modal identification methods. The identified modal parameters are examined with respect to at least two different conditions such as traffic- and typhoon-induced loadings. Finally, the typhoon-induced effects on dynamic characteristics of the bridge are estimated by analyzing the relationship between the wind velocity and the modal parameters.
",Civil,4
"A deterministic Boltzmann model equation solver called dugksFoam has been developed in the framework of the open source CFD toolbox OpenFOAM. The solver adopts the discrete unified gas kinetic scheme (Guo et al., 2015) with the Shakhov collision model. It has been validated by simulating several test cases covering different flow regimes including the one dimensional shock tube problem, a two dimensional thermal induced flow and the three dimensional lid-driven cavity flow. The solver features a parallel computing ability based on the velocity space decomposition, which is different from the physical space decomposition based approach provided by the OpenFOAM framework. The two decomposition approaches have been compared in both two and three dimensional cases. The parallel performance improves significantly using the newly implemented approach. A speed up by two orders of magnitudes has been observed using 256 cores on a small cluster. Program summary Program Title: dugksFoam Program Files doi: http://dx.doi.org/10.17632/zwn7t9cf5w.1 Licensing provisions: The MIT License Programming language: C++ External routines/libraries: OpenFOAM (http://www.openfoam.org) Nature of problem: Solving the Boltzmann equation with Shakhov model explicitly. Solution method: Discrete unified gas kinetic scheme (DUGKS) Restrictions: Symmetric boundary condition can only be applied at walls parallel to axis directions. (C) 2016 Elsevier B.V. All rights reserved.
",CS,0
"A psychotropic drug is defined as a drug ""capable of affecting the mind, emotions, and behavior; denoting drugs used in the treatment of mental illnesses"" (Medical Dictionary for the Health Professions and Nursing 2012). Use of these drugs can lead to urinary dysfunction, but it is often difficult to delineate whether urinary dysfunction is a direct/indirect result of drug use or secondary to an unrelated concurrent condition. This situation can therefore result in diagnostic or management dilemmas for urologists, psychiatrists, and primary care physicians. This article reviews the literature published in the last 3 years, and provides an update on the desirable and undesirable effects of psychotropic drugs on lower urinary function. Duloxetine is an antidepressant with efficacy in the treatment of stress urinary incontinence. In addition, duloxetine and desipramine have been proposed in the treatment of overactive bladder. Laboratory research into potential therapies which target the role of neurotrophins in lower urinary tract function is in progress. Narcotic analgesia, several antipsychotics, antidepressant, anticonvulsant, and stimulant medications are associated with urinary retention. Several antidepressants have been associated with nocturnal enuresis. Furthermore, ketamine is known to induce storage symptoms, with reduction in bladder capacity. Lower urinary tract symptom (LUTS)-causing drugs are associated with polypharmacy, and elderly patients are particularly susceptible to adverse events due to pharmacotherapy. Awareness of psychotropic drug side effects and rationalization of their use is important to avoid undesirable outcomes. When patients with bothersome LUTS who are on psychotropic drugs fail to benefit from simple first-line treatments for LUTS, clinicians should be mindful that the psychotropic drug may indeed be the cause of LUTS and seek to liaise with the patient's psychiatrist or primary care physician to discuss reasonable alternatives.
",Medical,5
"A group-delay engineered noncommensurate transmission line two-port all-pass network for analog signal-processing applications is presented, analytically modeled, and experimentally demonstrated. This network consists of transversally cascaded C-sections, which are distributed implementations of the bridged-T equalizer lumped circuit. It is obtained by interconnecting the alternate ports of adjacent lines of a 2N-port coupled transmission line network with transmission line sections, and it is modeled using multiconductor transmission line theory with per-unit-length capacitance matrix C and inductance matrix L. By allowing the different C-sections of the network to exhibit different lengths, a generalized group-delay engineering procedure is proposed, where quasi-arbitrary group-delay responses are achieved by combining the group-delay responses of C-sections with different lengths. A computer design approach based on genetic algorithms is applied for synthesis, which consists of determining the structural parameters of the different C-section groups. Using this approach, noncommensurate networks are group-delay engineered in edge-coupled stripline technology, and Gaussian, linear and quadratic group-delay responses are realized. The theoretical results are validated by experiment. Finally, two application examples of analog signal processing-a tunable impulse delay line and a real-time frequency discriminator-using the proposed dispersive noncommensurate all-pass networks are presented.
",ECE,1
"Accessible summary Little is known about what fathers think and feel about a diagnosis of autism. Fathers experienced strong emotion around diagnosis and were given little support. Services should support mother and fathers in ways which meet their individual needs. More positive messages should be given to families at diagnosis. AbstractBackground: A diagnosis of childhood autism can be an extremely stressful experience for parents, but little is known concerning paternal perceptions of the process. Methods: This study investigated father perspectives on a diagnosis of autism, through an online survey. Results: An analysis of 184 replies to an open-ended question identified the following themes: strong initial emotional response and a range of immediate anxieties about the future, struggle to gain a diagnosis; anger in response to insensitive delivery of diagnosis together with insufficient information at the time and lack of support afterwards. Conclusion: Fathers experienced a range of significant challenges during a diagnostic process in which most felt unsupported. Service provision should be more gender-differentiated, taking into account of the particular needs and perspectives of both mothers and fathers at this critical juncture in family life.
",Medical,5
"After introducing main principles of transitive closure of graphs the paper discusses application of a modified Floyd-Warshall algorithm to calculate network time models of projects with no concern on whether the graph has one or more starting and/or ending node(s), whether it includes logical loop(s) or not, whether it is a connected model or not, whether it necessitates positive (lower bound) or negative (upper bound) or multiple restrictions amongst the time data of the project elements or not that is: to schedule open networks. The method may contribute to generalization of network time models especially when considered in multi project management context. (C) 2016 The Authors. Published by Elsevier Ltd.
",Civil,4
"Absorption or loss is inevitable for the metal-based metamaterials (MMs) due to the intrinsic loss of the metal, and constitutes a major hurdle to the practical realization of most applications such as a sub-wavelength lens. Thus, to reduce the losses becomes one of the major challenges in the MM field. However, the inevitable loss can also be harnessed to take a positive role in the applications of MMs such as stealth technology or other types of cloaking devices. In this presentation, after a brief review of the advances in MMs-based absorbers, we present several schemes to fulfill the desired electromagnetic absorption properties, both linear and nonlinear. For linear absorption, we have experimentally demonstrated that the absorption performance of an ordinary microwave absorbing material can be evidently improved by using the electric resonance resulting from an array of subwavelength metallic circuit elements. For nonlinear absorption, we show theoretically that the active linear magnetic permeability induces a nonlinear absorption, similar to the two-photon absorption (TPA), of electric field in a lossy MM with a Kerr-type nonlinear polarization.
",Civil,4
"A nonwoven fabric has been widely used in geotextile engineering in recent years; its tensile strength is an important behaviour. Since the fibre distributions in nonwoven fabrics are random and discontinuous, the unit-cell model of a nonwoven fabric cannot be developed to simulate its tensile behaviour. This article presents our research on using finite element method (FEM) to study the tensile behaviour of a nonwoven fabric in macro-scale based on the classical laminate composite theory. The laminate orientation was considered with orientation distribution function of fibres, which has been obtained by analysing the data acquired from scanning electron microscopy with Hough Transform. The FE model of a nonwoven fabric was developed using ABAQUS software; the required engineering constants of a nonwoven fabric were obtained from experimental data. Finally, the nonwoven specimens were stretched along with machine direction and cross direction. The experimental stress-strain curves were compared with the results of FE simulations. The approximate agreement proves the validity of an FE model, which could be used to precisely simulate the stress relaxation, strain creep, bending and shear property of a nonwoven fabric.
",Civil,4
"A high-efficiency method is proposed to suppress magnetic core imbalance in phase-shifted full-bridge (PSFB) converters. Compared with conventional solutions, such as controlling peak current mode (PCM) or adding DC blocking capacitance, the proposed method has several advantages, such as lower power loss and smaller size, because the additional current sensor or blocking capacitor is removed. A time domain model of the secondary side is built to analyze the relationship between transformer core imbalance and cathode voltage of secondary side rectifiers. An approximate control algorithm is designed to achieve asymmetric phase control, which reduces the effects of imbalance. A 60 V/15 A prototype is built to verify the proposed method. Experimental results show that the numerical difference of primary side peak currents between two adjacent cycles is suppressed from 2 A to approximately 0 A. Meanwhile, compared with the PCM solution, the efficiency of the PSFB converter is slightly improved from 93% to 93.2%.
",ECE,1
